dataMatrix	LivCan_299_014.mzML	LivCan_085_018.mzML	LivCan_300_015.mzML	LivCan_309_020.mzML	LivCan_086_019.mzML	LivCan_363_016.mzML
variable_1493	12.7613653387578	12.7002072246471	12.0714150767635	12.3649454079457	12.5227544157629	12.2692085512063
variable_1501	14.7387723968899	14.4296981602436	14.7077939215457	14.5329594415007	14.517319079747	14.5097510408826
variable_1506	15.0263586805655	15.2235286919333	15.0404011187499	15.0098019263768	15.3660348283896	15.5293087556304
variable_1509	12.6388946600936	11.9962101039467	13.4423151930899	12.1938172200461	12.7300044789096	13.5053523773518
variable_1513	NA	13.5632095933567	13.1977103629011	NA	13.462426560384	13.6020924215584
variable_1520	12.4302466179685	NA	NA	14.411622132396	13.2606885014041	14.0036481820444
variable_1533	16.2136722392755	14.9817030632555	15.6297643825307	15.0974896275942	15.2155837288663	15.2361498820455
variable_1537	13.9561468039545	12.8883757491339	13.4439075238704	NA	12.8472579178692	12.9921346686902
variable_1556	14.1594367926588	13.8043620427533	15.2693765782711	14.405273768939	14.4500653784266	16.0646070700585
variable_1564	15.6745400897894	16.2141134838651	16.0281587141232	16.1435590939144	16.1796788106847	16.1713380819225
variable_1571	13.5026468404905	14.2235910442588	13.8752754687174	14.1029907070299	14.160368022563	14.1181657457601
variable_1574	16.6246325187873	16.2777023012127	17.7519281358386	15.9610663686489	16.9166639369255	17.2372042545625
variable_1581	14.5133446569015	14.1880642807911	15.5928805603452	13.8618516442623	14.8450642131955	15.0936959067146
variable_1586	17.3026288942615	17.5774836254923	18.3556232991435	17.2051989107615	17.8955848534394	18.1811607830257
variable_1592	15.1741653823398	15.3621299908376	16.1053493453795	15.0853385567493	15.5977010794717	15.9006466538
variable_1598	12.3648115569161	NA	12.7834305002701	11.8079727635738	12.7984224885111	NA
variable_1619	16.0365623933532	14.519616335991	15.2419030112313	14.554608085109	14.3522994001251	14.8377746772192
variable_1635	23.2697978401372	23.8157674260744	23.6671052996459	23.7776288054604	23.8936636941347	23.827581575703
variable_1637	12.8628322522793	13.1391097201356	13.0306155454272	14.1754316187236	12.8653955385221	12.8529359607119
variable_1641	18.5918045492041	19.1418047640647	19.0161426062205	19.1084794278998	19.2257398619756	19.1614701223456
variable_1642	13.3586394461777	13.0414861360755	13.2140574431891	13.3513157041461	NA	NA
variable_1644	12.5481357934134	12.620361225788	12.5245395592932	NA	NA	12.5875961924257
variable_1645	15.2432579264448	15.8169891635179	15.767189710478	15.7841107409386	15.8489356463128	15.846170671866
variable_1649	12.055272191504	12.3910668963428	12.6747885539898	12.8256588560361	12.7669024380603	12.6580232340124
variable_1660	16.555522538801	16.9880586738151	17.7507669544845	17.8151740544183	17.3086236848931	18.9832825857283
variable_1661	15.1573877743261	15.7569112537139	15.1284117051986	15.7588445174814	15.8489506892409	15.2904093111853
variable_1665	14.5003703896271	14.8597688305632	15.6404992204799	15.7417691041456	15.1975008291932	16.8461993010858
variable_1672	13.0561862097963	15.397061753791	16.3647915333913	15.0440327755735	15.7208234402203	16.2987456660233
variable_1676	NA	13.5630228124313	14.0999600544286	NA	13.5864801712667	14.0997061093073
variable_1685	24.0658501062856	24.5805107515248	24.4454916732385	24.5344785855284	17.5025198064594	24.6015870590057
variable_1686	NA	17.481727576643	NA	13.1623439242172	24.6594749005241	17.3585291482282
variable_1691	22.1217930876568	22.6750628749059	22.5286316879969	22.6161073685371	22.7570304757325	22.7009205089965
variable_1693	19.5052432727821	20.0551323546117	19.923650350335	20.021426959064	20.1362601128719	20.0653629707963
variable_1695	16.232158364241	16.8155210986431	16.6931670806442	16.8159975346228	16.966580768004	16.8454439512167
variable_1698	18.4983804559997	18.4742759718077	18.6365677629448	18.392893150085	18.4722957698757	18.5639948191798
variable_1700	16.3481371472528	16.327185600592	16.4893914229509	16.2040241066691	16.318537190606	16.3805753707144
variable_1701	12.456048753093	NA	11.8103326391433	12.555196337903	12.3481015366474	12.0358333607723
variable_1704	13.7997664327976	13.7563842482082	13.9506933215864	13.8229883365633	13.627825470042	13.7858907872105
variable_1708	14.3338210822779	13.9434601639671	14.2450126753467	14.1171858666214	14.072739396072	13.8753118356691
variable_1732	13.1464741497571	12.7141280724566	12.6694072916185	13.3620520094871	12.3644728521921	12.7556242959606
variable_1736	14.0848901054954	14.9758428327177	14.796318694845	14.8755544371792	15.1039705865796	14.9474201109654
variable_1740	NA	13.5852589484406	12.5496648458249	13.208677492085	13.1388390766052	12.8379728048801
variable_1743	13.1600231572316	13.6388931899307	14.7155156573802	14.1400203338133	14.4376316167394	15.1600674298945
variable_1746	NA	NA	12.9040377374452	12.0810798182331	12.5489546067918	13.3310273740582
variable_1750	12.8504664290513	13.421122677322	14.1233883025079	13.6852114262945	14.2606728001278	14.3662975838966
variable_1757	16.7656482974854	16.5112624530888	16.7036919449136	16.6592328708825	16.6248525376545	16.5275449355522
variable_1759	NA	12.8525602471585	13.2781097144416	12.858828893914	13.1747370845685	13.8110658287682
variable_1760	22.2263103274066	22.283489982818	22.3252738428924	22.1763898850699	22.2107310628027	22.2822001424453
variable_1764	20.2145255058558	20.2598184736774	20.3099079561781	20.1811429355911	20.2181603565928	20.2842150664722
variable_1767	12.2872948211557	12.8282827404651	13.6925747136794	12.3764780072822	13.6106245260026	13.5599250876268
variable_1768	18.8633344874602	18.8978032817364	18.9524397889606	18.8031305748123	18.7980158740978	18.9117105798802
variable_1771	16.3301620480588	16.3645502201549	16.4587579612655	16.2365233962961	16.2918090491728	16.391160702294
variable_1773	13.1256753584203	13.2353963542175	12.7925596007662	13.2428335200037	13.0320585730808	13.0643902064563
variable_1777	15.4031035996033	15.7520983399474	15.6600780375292	15.6487408735858	15.7286050016002	15.7673354222856
variable_1783	20.9837940274269	21.2924093461353	21.2323991866313	21.2194870426158	21.2248349795116	21.2734666975433
variable_1785	17.2023040883185	17.2149820634334	17.7880922479752	17.3114466199231	17.3534999551456	17.2037599685455
variable_1787	15.0689404038792	15.0646025758169	15.5417193598589	15.0490215017482	15.124619980508	15.0733670464697
variable_1790	12.2585888847379	12.6006716363616	13.2955209516254	12.9200419064797	12.8789113251276	12.856771172189
variable_1801	13.8452302947825	14.0348192040151	13.569936242336	NA	13.5928478565876	13.7871801013806
variable_1804	12.426815840985	12.5271502946763	12.5210716327872	NA	12.3730783898594	12.7860753130903
variable_1811	15.1246994221652	15.7329053603944	15.0464702806721	15.7138546462188	15.8577905569227	15.2495806420889
variable_1814	13.0565744214123	13.7848437955926	13.1067774147274	13.6027183783218	13.7905821258243	13.3152973881884
variable_1828	14.4487185783306	NA	14.5910946969043	14.0368850489991	14.1555085565924	NA
variable_1829	15.0027845878686	15.3186442208782	15.2158914582006	15.2362624151373	15.1108606490527	15.2565327845678
variable_1831	13.9994709578785	14.3941186042666	14.3339666861948	14.0604140395138	13.7983643487333	13.9382204838517
variable_1834	12.2511353672287	13.1440908599525	12.6036754187246	NA	12.8392299730215	12.7251837691187
variable_1847	13.1378641070572	13.0731084103716	13.5723569255619	13.0591031644794	13.1396175946792	12.8543235814806
variable_1853	15.7028140855063	16.0891930443428	15.5770488164371	16.5663388783283	15.8314965350593	15.818716792826
variable_1874	13.4874219242524	13.7067433009853	13.7539029436142	13.7523018334441	13.8870910026196	13.9616030148345
variable_1908	13.6917753744219	13.4218806209183	13.6792564447579	13.5378915978876	13.6339056427694	13.4882069620055
variable_1914	13.3334118680422	13.1570243696317	13.4017575518009	15.1037015806025	12.972714407289	13.0632590741821
variable_1928	12.6115055640075	13.6859425389203	12.942192840952	14.0731424507904	13.3275318124476	NA
variable_1964	14.9736204892243	15.5841149536774	14.9980080495678	15.598922918443	15.8424324397584	15.1339461208584
variable_1968	13.0833771637907	13.6918564824049	13.1543173353662	13.7218631908747	13.7844823712699	13.1710495910429
variable_2007	15.4143681279766	15.5696732526011	15.0167323776537	16.0750554441853	15.3673758286628	15.4272831976429
variable_2012	13.4995947159124	13.5433180298946	13.0524176329305	14.2762739950129	13.3484775644668	13.4007028892173
variable_2019	NA	14.4061583639028	14.5992142275817	14.4827857271959	14.5618007769333	14.5023020022888
variable_2029	11.6612265450598	NA	12.6123055125353	11.8587658403424	11.9863589905341	NA
variable_2035	13.6333249153214	13.9945971634701	13.8201942024553	14.1264684196677	14.136304721546	14.052081677201
variable_2050	13.6054567549721	13.1244383185337	13.6636584902258	13.6846393331968	13.1794322865559	12.9092933526401
variable_2054	15.9115136466257	15.4032764328486	15.7230480049248	15.3863045510356	15.5443980554488	15.5370675490004
variable_2063	14.6145354625289	14.3478822735727	14.5925986598728	14.416493414822	14.413379555306	14.391837965424
variable_2071	12.7853813862027	NA	12.7081455890678	13.1563171736704	13.1316661282641	13.2466084341979
variable_2086	12.9874791414732	13.9214863465939	12.6828348105552	14.3385849267633	13.3191323872346	NA
variable_2100	NA	12.5965009171962	NA	13.8603167686311	12.3431941432985	12.4575189911981
variable_2102	13.1227239107535	14.303752191382	13.7557641714551	14.2725263023945	14.7444442924838	14.2050214926868
variable_2115	13.8723992081353	13.6862803130381	13.3908342675462	13.6468784711435	13.4181380041224	13.4427931675773
variable_2119	12.8835359899116	13.4143284636283	12.8708847457422	13.5714055214934	13.9321501971459	13.6084199324322
variable_2123	14.5094947241046	14.2794200522645	14.4917951572268	14.6373057326827	14.3992612146832	14.3638678448198
variable_2128	12.5537402546062	12.5682946009501	12.8102374701792	12.8097384184315	12.1018031668698	12.420458785775
variable_2129	12.884458480859	12.0528817706354	12.6261235996447	11.9201702283389	12.4639056923658	12.5204508628606
variable_2161	NA	13.3017747751107	NA	13.2209172597945	13.2290845962756	12.8668776860845
variable_2170	15.201404181448	15.2277672009057	14.739558497221	15.4097143457794	15.0426804901776	15.1029812958756
variable_2173	13.3965625208995	13.5293606708313	12.95948721886	14.3116912460281	13.3059426468909	13.4018685050449
variable_2200	13.1600466441951	13.5444647857671	13.0282384458019	13.8729427258091	13.8393450983784	13.1706185958476
variable_2205	14.9338178684601	14.2664052995134	14.8275749489813	14.4581737341062	14.3279407281854	14.5247196871067
variable_2207	14.4814742269414	14.0507296701418	14.5190596613305	14.3447903682124	14.3943337604646	14.4401079761363
variable_2208	12.9746506371492	12.2803546195742	12.8857483526877	12.2850411860993	12.4034980768035	12.4557057674627
variable_2210	12.9536671864771	NA	13.0140487391057	13.0163548110465	NA	12.8925807059779
variable_2249	13.133656249904	NA	13.0624525062186	13.087419309981	13.1606016848117	13.1033272374792
variable_2255	13.8872361765596	13.7892163259005	NA	13.901692984127	13.7921575631167	13.9000885296367
variable_2265	12.2180579043908	12.8854608070537	12.5576861091003	19.5365163208774	12.4564640339255	NA
variable_2281	15.180478948654	15.0447934889926	14.4163220842217	15.5201943572353	14.8085362378649	14.9522877700271
variable_2285	14.0308810611766	13.9212050140743	14.0486399832331	14.2690328901937	13.9753526058963	13.8111539302198
variable_2287	12.2186995208389	12.2254617809619	11.9658604482669	12.3862108216336	12.0628020963189	NA
variable_2315	13.7396032889055	13.234087000432	13.549393276855	13.327883402873	13.2445416552642	NA
variable_2317	12.6718502512758	12.6198176923034	12.8431923255126	12.6058945808118	NA	12.7199231519202
variable_2351	13.7755851290445	13.1733848084237	14.3283550532199	12.9535701174361	12.5767166533741	12.8399146566921
variable_2386	14.2047952634235	14.6477547097622	13.9500500494808	12.4656764920351	14.2344655427247	14.5997924077593
variable_2388	12.6296273435444	12.6394761879401	12.1329574480794	NA	12.0810665444386	12.4968476052247
variable_2396	13.5141600757354	13.3064018703691	13.4577737827328	13.4480008301916	13.2832233185942	13.272058975109
variable_2411	13.2241859235415	12.2811705018787	NA	11.8208814984189	13.0766658992804	NA
variable_2416	13.7234726405697	13.9804062730643	13.8057937755724	12.7670954388001	13.8336502176837	14.2365641670646
variable_2435	NA	11.9299498734224	12.8270102283251	NA	12.3924073207937	13.2247488023442
variable_2437	12.613624975914	13.0155015865694	NA	12.7022612355915	12.3898254546358	12.5443138958311
variable_2440	NA	12.4789326440287	12.0743064415656	12.5548214328104	12.6645221505068	12.4492537894112
variable_2444	14.5469400938209	14.1836842879177	14.5091247673954	14.3942805422213	14.3721354749474	14.2372002912066
variable_2453	15.6816955422549	16.4985743109544	16.2454447613892	15.9664343852329	15.7261141036973	16.1460803906699
variable_2456	14.4331352255911	15.1132539192754	14.8352174816644	14.6626345078871	14.3576094816848	14.7610237820636
variable_2458	14.3952163188436	14.1370136562331	14.2248091116146	13.5467678415758	14.1295432179775	14.3261298874005
variable_2462	13.0302525259293	12.5909879546201	12.4900838924746	NA	12.3744906620896	12.877790812361
variable_2479	13.7998502340301	14.3136221193129	13.0180031332056	13.8732468397211	13.7894359786978	13.5797604914023
variable_2483	12.4736543942986	13.2677259756055	NA	12.788281704993	12.6274926253014	12.3178107590632
variable_2511	12.4459364409187	13.997996587743	13.9712222227349	13.3575927490061	12.9534125584878	13.882660142766
variable_2512	16.875986582216	17.342351331047	16.4807963208679	14.8297162103119	16.4503954378907	15.0867436529454
variable_2513	NA	12.6080632893863	12.7486348829466	11.9670050476386	NA	12.8365056610948
variable_2518	13.7685362690751	14.1713880766516	13.8524896464443	14.1805472172532	14.1385983820193	13.897907942325
variable_2519	19.4217130232833	18.6879439658364	18.7494414392233	15.6512447576178	18.1503498386039	15.9009484013239
variable_2522	18.0490880625403	17.2553298762907	17.337368952268	14.3467734347668	16.7384464034178	14.484851574865
variable_2524	16.3918232880233	15.5205366153552	15.667961384447	12.8692538610507	15.0148779314434	13.9817968603212
variable_2526	14.3154649418746	13.2937243019183	13.6593256049555	NA	12.8857166360779	NA
variable_2537	15.2800503650138	15.6060561270713	NA	13.8599532726541	15.2061432817992	14.9439143580065
variable_2539	12.9137927071343	12.5273217105221	NA	NA	12.5077634337082	12.6233626428677
variable_2543	15.3541778623359	NA	14.4276969813451	12.8446208987684	14.6723935705183	13.7049151313102
variable_2547	13.9045553579621	13.4783778919977	13.2509841205359	NA	13.2588212984195	NA
variable_2555	14.8048522056745	15.4856773810296	14.8020082747223	13.9833251887245	14.8660949112487	13.7098475665645
variable_2556	13.5434406142949	14.2808972548919	13.6347246424056	12.8112131440915	13.7194384259353	12.4345595779095
variable_2557	18.1449712769851	18.7586493263441	18.2204131446568	16.7438573118289	18.2148683585539	17.53776673853
